,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_activation,param_alpha,param_batch_size,param_beta_1,param_beta_2,param_early_stopping,param_hidden_layer_sizes,param_learning_rate_init,param_max_iter,param_tol,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
1519,0.11282761891682942,0.0015472571055094402,-1.7754649948943433,-1.6935970346779559,logistic,0.0001,32,0.9,0.9,True,100,1.0,10000,1e-16,"{'max_iter': 10000, 'beta_2': 0.9, 'activation': 'logistic', 'batch_size': 32, 'alpha': 0.0001, 'beta_1': 0.9, 'tol': 1e-16, 'learning_rate_init': 1.0, 'early_stopping': True, 'hidden_layer_sizes': 100}",2099,-1.669189641573876,-1.6803625175196175,-1.5316041798589115,-1.4489719737458036,-2.1259462130986853,-1.951456612768446,0.006615040850293599,2.8068886997557583e-05,0.25392056887834763,0.20535184025916692
1520,5.378197431564331,0.00024302800496419272,-0.5172451272688451,-0.48984638111419887,logistic,0.0001,32,0.9,0.9,True,10,0.0001,10000,1e-64,"{'max_iter': 10000, 'beta_2': 0.9, 'activation': 'logistic', 'batch_size': 32, 'alpha': 0.0001, 'beta_1': 0.9, 'tol': 1e-64, 'learning_rate_init': 0.0001, 'early_stopping': True, 'hidden_layer_sizes': 10}",451,-0.4752392521184528,-0.5438737006194623,-0.5375402907031739,-0.47351385019397824,-0.5390922216964359,-0.45215159252915627,0.7716453715734106,1.1894408501860113e-06,0.029757556891612635,0.039185881410081176
1521,4.037408431371053,0.00024247169494628906,-0.5425025537738766,-0.5258264737857705,logistic,0.0001,32,0.9,0.9,True,10,0.0001,10000,1e-16,"{'max_iter': 10000, 'beta_2': 0.9, 'activation': 'logistic', 'batch_size': 32, 'alpha': 0.0001, 'beta_1': 0.9, 'tol': 1e-16, 'learning_rate_init': 0.0001, 'early_stopping': True, 'hidden_layer_sizes': 10}",670,-0.46822924891391143,-0.536956545822252,-0.6218565609092431,-0.5742760730503065,-0.5376629985921761,-0.4662468024847531,1.2321855540571793,5.840038639982171e-07,0.06282806757493986,0.04479947694921103
1522,0.04716682434082031,0.0002291997273763021,-0.8588387992552959,-0.822936210552555,logistic,0.0001,32,0.9,0.9,True,10,1.0,10000,1e-64,"{'max_iter': 10000, 'beta_2': 0.9, 'activation': 'logistic', 'batch_size': 32, 'alpha': 0.0001, 'beta_1': 0.9, 'tol': 1e-64, 'learning_rate_init': 1.0, 'early_stopping': True, 'hidden_layer_sizes': 10}",1331,-0.797376883077148,-0.8260526009486527,-0.9066620096848229,-0.8443610912216272,-0.8726770566798194,-0.798394939487385,0.015337462442279627,5.0551236132905485e-06,0.04568592838233842,0.018894544065055925
1523,0.036689201990763344,0.0002215703328450521,-0.8659841447261352,-0.8473390401345663,logistic,0.0001,32,0.9,0.9,True,10,1.0,10000,1e-16,"{'max_iter': 10000, 'beta_2': 0.9, 'activation': 'logistic', 'batch_size': 32, 'alpha': 0.0001, 'beta_1': 0.9, 'tol': 1e-16, 'learning_rate_init': 1.0, 'early_stopping': True, 'hidden_layer_sizes': 10}",1337,-0.8199669157601152,-0.8691999663440608,-0.8640637776131872,-0.804123292260902,-0.9140711473926553,-0.8686938617987361,0.007165182651687671,7.370009816086851e-07,0.03845216822959988,0.030558846876835216
1524,74.33369414011638,0.001903851826985677,-0.5070540155837948,-0.4392013573967903,logistic,0.0001,32,0.9,0.9,False,"(100, 10, 5)",0.0001,10000,1e-64,"{'max_iter': 10000, 'beta_2': 0.9, 'activation': 'logistic', 'batch_size': 32, 'alpha': 0.0001, 'beta_1': 0.9, 'tol': 1e-64, 'learning_rate_init': 0.0001, 'early_stopping': False, 'hidden_layer_sizes': (100, 10, 5)}",356,-0.4614956271422718,-0.49752220566586713,-0.530758489768575,-0.42526691467905736,-0.529055846686127,-0.3948149518454461,6.39733961652676,4.619267250825931e-05,0.03227437758478213,0.04307219921034471
1525,79.432808081309,0.0019237200419108074,-0.5095073168934875,-0.4353565214142123,logistic,0.0001,32,0.9,0.9,False,"(100, 10, 5)",0.0001,10000,1e-16,"{'max_iter': 10000, 'beta_2': 0.9, 'activation': 'logistic', 'batch_size': 32, 'alpha': 0.0001, 'beta_1': 0.9, 'tol': 1e-16, 'learning_rate_init': 0.0001, 'early_stopping': False, 'hidden_layer_sizes': (100, 10, 5)}",385,-0.46855820259815123,-0.4854652799300167,-0.5499855895200226,-0.4661671648116048,-0.5101111102320786,-0.3544371195010153,12.059669086088844,3.958913205288866e-05,0.03325426752476263,0.05775850018985949
1526,0.19808427492777506,0.0018912951151529949,-1.0220489447610825,-1.0224585968165472,logistic,0.0001,32,0.9,0.9,False,"(100, 10, 5)",1.0,10000,1e-64,"{'max_iter': 10000, 'beta_2': 0.9, 'activation': 'logistic', 'batch_size': 32, 'alpha': 0.0001, 'beta_1': 0.9, 'tol': 1e-64, 'learning_rate_init': 1.0, 'early_stopping': False, 'hidden_layer_sizes': (100, 10, 5)}",1802,-0.9680587809571458,-1.0445148373522637,-1.0662420916181687,-0.9868420661045484,-1.0320212544475567,-1.0360188869928293,0.01110848867194296,3.5295792945113535e-05,0.040708322845976835,0.025422407938621855
1527,0.2324646313985189,0.0019390583038330078,-1.0619278310313802,-1.0602894397840466,logistic,0.0001,32,0.9,0.9,False,"(100, 10, 5)",1.0,10000,1e-16,"{'max_iter': 10000, 'beta_2': 0.9, 'activation': 'logistic', 'batch_size': 32, 'alpha': 0.0001, 'beta_1': 0.9, 'tol': 1e-16, 'learning_rate_init': 1.0, 'early_stopping': False, 'hidden_layer_sizes': (100, 10, 5)}",1923,-1.0300115465475774,-1.103113439529332,-1.0995838988393631,-1.0196475858017016,-1.056291672007472,-1.0581072940211058,0.040029355256067864,8.671643494673397e-05,0.028688151669638017,0.03410971029602951
1528,13.550938685735067,0.0016354719797770183,-0.47533173341188484,-0.41551937545370327,logistic,0.0001,32,0.9,0.9,False,100,0.0001,10000,1e-64,"{'max_iter': 10000, 'beta_2': 0.9, 'activation': 'logistic', 'batch_size': 32, 'alpha': 0.0001, 'beta_1': 0.9, 'tol': 1e-64, 'learning_rate_init': 0.0001, 'early_stopping': False, 'hidden_layer_sizes': 100}",121,-0.42074931524212467,-0.454813344972308,-0.4879977066082558,-0.3956737955730366,-0.5174253940286824,-0.3960709858157651,1.7269987919717902,1.2330848694118035e-05,0.04048002033444045,0.027785505459009985
